Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Asthma,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,COP
2022,PA,Pennsylvania,Berks,42011,42011010803,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,11.9,5948,4530,POINT (-76.0048785 40.3122356),42011010803,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.2
2022,PA,Pennsylvania,Armstrong,42005,42005951500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.4,,,10.0,12.9,2867,2273,POINT (-79.5591118 40.5907149),42005951500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.7
2022,PA,Pennsylvania,Allegheny,42003,42003413300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.1,,,8.1,10.3,4876,3929,POINT (-80.0430584 40.5609436),42003413300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.2
2022,PA,Pennsylvania,Allegheny,42003,42003565100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.6,12.2,2972,2620,POINT (-80.0110035 40.4569397),42003565100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.3
2022,PA,Pennsylvania,Allegheny,42003,42003472400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.2,1776,1486,POINT (-80.0380679 40.3878532),42003472400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.2
2022,PA,Pennsylvania,Allegheny,42003,42003480400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.2,5004,4163,POINT (-79.9524487 40.3803705),42003480400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.2
2022,PA,Pennsylvania,Beaver,42007,42007601000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,11.9,3768,3017,POINT (-80.3321155 40.7425808),42007601000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.6
2022,PA,Pennsylvania,Berks,42011,42011001300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.8,,,10.4,13.4,3514,2518,POINT (-75.9284881 40.3416264),42011001300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.7
2022,PA,Pennsylvania,Allegheny,42003,42003513000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.5,,,11.1,14.0,2247,1659,POINT (-79.8537042 40.4017394),42003513000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.9
2022,PA,Pennsylvania,Allegheny,42003,42003421100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.8,,,7.7,9.9,4969,3917,POINT (-79.8674553 40.5032807),42003421100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.9
2022,PA,Pennsylvania,Allegheny,42003,42003417200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.2,,,10.0,12.6,1234,1018,POINT (-79.7804493 40.5378969),42003417200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.6
2022,PA,Pennsylvania,Berks,42011,42011002001,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.9,,,11.3,14.6,1443,1047,POINT (-75.9022752 40.3258042),42011002001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.3
2022,PA,Pennsylvania,Berks,42011,42011012001,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.3,,,9.9,12.8,2397,1937,POINT (-75.8255596 40.2819043),42011012001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.4
2022,PA,Pennsylvania,Berks,42011,42011010402,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.5,12.4,7221,5644,POINT (-76.1784502 40.415764),42011010402,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.4
2022,PA,Pennsylvania,Allegheny,42003,42003432300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,11.8,2183,1932,POINT (-80.067854 40.5045859),42003432300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.8
2022,PA,Pennsylvania,Allegheny,42003,42003424000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.7,12.4,3187,2669,POINT (-79.9215474 40.4932427),42003424000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.6
2022,PA,Pennsylvania,Allegheny,42003,42003525200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.6,,,8.5,10.8,2536,2229,POINT (-79.8451025 40.5158744),42003525200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.1
2022,PA,Pennsylvania,Allegheny,42003,42003501000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.1,,,9.8,12.5,1476,1266,POINT (-79.8308089 40.3181711),42003501000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.0
2022,PA,Pennsylvania,Allegheny,42003,42003488300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.2,11.7,2008,1725,POINT (-79.8876886 40.3701776),42003488300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.2
2022,PA,Pennsylvania,Allegheny,42003,42003521401,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.6,,,8.4,10.8,2924,2488,POINT (-79.7319317 40.4247281),42003521401,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.0
2022,PA,Pennsylvania,Allegheny,42003,42003562500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.4,,,11.8,15.0,2919,2062,POINT (-80.0523248 40.4580392),42003562500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.9
2022,PA,Pennsylvania,Blair,42013,42013011201,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.7,11.3,3217,2603,POINT (-78.3927098 40.4360152),42013011201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.2
2022,PA,Pennsylvania,Allegheny,42003,42003429201,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.9,,,7.8,10.0,4941,3969,POINT (-80.0036671 40.5447184),42003429201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.9
2022,PA,Pennsylvania,Allegheny,42003,42003426700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.6,,,8.5,10.8,2303,2005,POINT (-79.9433447 40.5163558),42003426700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.4
2022,PA,Pennsylvania,Berks,42011,42011011200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.0,4553,3565,POINT (-75.9468861 40.3337613),42011011200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.8
2022,PA,Pennsylvania,Blair,42013,42013101800,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.1,2902,2380,POINT (-78.3747933 40.5191777),42013101800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.6
2022,PA,Pennsylvania,Berks,42011,42011001500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.5,,,10.1,13.0,3897,2499,POINT (-75.9135092 40.345487),42011001500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.2
2022,PA,Pennsylvania,Allegheny,42003,42003427200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.4,11.9,4922,4062,POINT (-79.9653741 40.4948391),42003427200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.8
2022,PA,Pennsylvania,Allegheny,42003,42003496101,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.3,,,9.1,11.5,3031,2459,POINT (-79.8170496 40.2677954),42003496101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.7
2022,PA,Pennsylvania,Allegheny,42003,42003562901,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.3,,,10.8,13.8,1433,1087,POINT (-79.9478036 40.4080909),42003562901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.1
2022,PA,Pennsylvania,Allegheny,42003,42003473402,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.2,,,8.1,10.4,3678,2824,POINT (-80.0417466 40.3591686),42003473402,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.0
2022,PA,Pennsylvania,Allegheny,42003,42003430200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.4,4551,3676,POINT (-80.0374482 40.5198852),42003430200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.0
2022,PA,Pennsylvania,Allegheny,42003,42003490004,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.7,11.1,4946,3957,POINT (-79.9802548 40.2842573),42003490004,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.0
2022,PA,Pennsylvania,Allegheny,42003,42003429500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.8,11.4,4412,3906,POINT (-80.0180904 40.5369199),42003429500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.1
2022,PA,Pennsylvania,Allegheny,42003,42003521100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.3,11.9,4551,3713,POINT (-79.776772 40.451361),42003521100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.2
2022,PA,Pennsylvania,Armstrong,42005,42005951000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.8,,,10.3,13.3,2859,2288,POINT (-79.5329987 40.7696153),42005951000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.9
2022,PA,Pennsylvania,Allegheny,42003,42003456001,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,,,8.6,11.0,4679,3359,POINT (-80.1470135 40.367101),42003456001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.0
2022,PA,Pennsylvania,Allegheny,42003,42003460002,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.3,3776,3210,POINT (-80.1006941 40.4663038),42003460002,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.0
2022,PA,Pennsylvania,Berks,42011,42011013301,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.2,12.0,2962,2406,POINT (-75.5805953 40.4445188),42011013301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.3
2022,PA,Pennsylvania,Allegheny,42003,42003449000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.6,12.2,2488,1990,POINT (-80.2285609 40.5556535),42003449000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.7
2022,PA,Pennsylvania,Beaver,42007,42007603300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.6,12.3,3811,3033,POINT (-80.2752862 40.6799718),42007603300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.1
2022,PA,Pennsylvania,Allegheny,42003,42003459102,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.3,6426,5276,POINT (-80.1362481 40.4709399),42003459102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.9
2022,PA,Pennsylvania,Berks,42011,42011011101,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.7,11.3,2530,2108,POINT (-75.9646818 40.3442572),42011011101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.4
2022,PA,Pennsylvania,Allegheny,42003,42003523100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.5,,,11.1,14.0,3805,3051,POINT (-79.8714492 40.4716818),42003523100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.5
2022,PA,Pennsylvania,Berks,42011,42011010100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.6,12.4,5915,4377,POINT (-76.270312 40.5051666),42011010100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.8
2022,PA,Pennsylvania,Allegheny,42003,42003550900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.9,,,11.4,14.5,1467,1156,POINT (-79.8518334 40.3484399),42003550900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,12.7
2022,PA,Pennsylvania,Armstrong,42005,42005950600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.1,,,9.7,12.7,3248,2664,POINT (-79.428105 40.8569553),42005950600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.7
2022,PA,Pennsylvania,Allegheny,42003,42003523702,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.3,,,10.0,12.7,5176,4343,POINT (-79.7976574 40.4904323),42003523702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.6
2022,PA,Pennsylvania,Allegheny,42003,42003451102,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.3,6047,5084,POINT (-80.1969462 40.5218403),42003451102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.8
2022,PA,Pennsylvania,Berks,42011,42011011905,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.4,12.2,3411,2602,POINT (-75.7625561 40.2754016),42011011905,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.4
2022,PA,Pennsylvania,Beaver,42007,42007600701,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.5,3372,2703,POINT (-80.370638 40.7817632),42007600701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.0
2022,PA,Pennsylvania,Allegheny,42003,42003515401,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.3,11.8,2290,1961,POINT (-79.89606 40.4228463),42003515401,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.9
2022,PA,Pennsylvania,Berks,42011,42011010701,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,12.0,2941,2501,POINT (-76.1070543 40.3126729),42011010701,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.9
2022,PA,Pennsylvania,Allegheny,42003,42003434000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.4,1918,1434,POINT (-80.0821377 40.5051586),42003434000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.1
2022,PA,Pennsylvania,Berks,42011,42011002300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.1,,,10.6,13.7,2302,1653,POINT (-75.9260688 40.3284472),42011002300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.4
2022,PA,Pennsylvania,Bedford,42009,42009960700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.1,2865,2396,POINT (-78.5030174 40.0151148),42009960700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.4
2022,PA,Pennsylvania,Allegheny,42003,42003445500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.2,11.7,3907,3053,POINT (-80.1789016 40.5397283),42003445500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.4
2022,PA,Pennsylvania,Beaver,42007,42007603700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.2,11.9,3904,3331,POINT (-80.2225371 40.6396948),42007603700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.9
2022,PA,Pennsylvania,Allegheny,42003,42003452000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.2,11.7,6372,4923,POINT (-80.281066 40.4782526),42003452000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.8
2022,PA,Pennsylvania,Beaver,42007,42007605001,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.1,2248,1875,POINT (-80.3319239 40.5398799),42007605001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.6
2022,PA,Pennsylvania,Blair,42013,42013010900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.4,7399,6016,POINT (-78.3050339 40.45342),42013010900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.6
2022,PA,Pennsylvania,Allegheny,42003,42003470400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.6,,,8.5,10.8,3068,2512,POINT (-80.0874505 40.3685586),42003470400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.6
2022,PA,Pennsylvania,Allegheny,42003,42003464400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.1,,,11.6,14.7,3208,2314,POINT (-80.0588329 40.471413),42003464400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,11.2
2022,PA,Pennsylvania,Blair,42013,42013100800,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.5,12.3,1663,1477,POINT (-78.4062173 40.5365857),42013100800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.5
2022,PA,Pennsylvania,Allegheny,42003,42003455000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.4,1475,1216,POINT (-80.18715 40.4001651),42003455000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.7
2022,PA,Pennsylvania,Beaver,42007,42007602500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.1,1295,1141,POINT (-80.3301636 40.6849378),42007602500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.0
2022,PA,Pennsylvania,Berks,42011,42011012600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.5,12.4,2543,1849,POINT (-75.9268004 40.3767724),42011012600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.0
2022,PA,Pennsylvania,Berks,42011,42011014102,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.1,,,9.7,12.6,4526,3750,POINT (-75.7459198 40.525398),42011014102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.1
2022,PA,Pennsylvania,Berks,42011,42011013502,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.5,12.3,3417,2665,POINT (-75.8898066 40.439194),42011013502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,6.9
2022,PA,Pennsylvania,Beaver,42007,42007603803,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.3,,,9.0,11.7,3022,2570,POINT (-80.1812043 40.6258294),42007603803,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.2
2022,PA,Pennsylvania,Beaver,42007,42007602702,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,12.0,3420,2815,POINT (-80.4837209 40.6847281),42007602702,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.9
2022,PA,Pennsylvania,Beaver,42007,42007601600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.2,,,9.8,12.7,1300,1105,POINT (-80.2977659 40.7338879),42007601600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.3
2022,PA,Pennsylvania,Allegheny,42003,42003468900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.4,12.0,3911,3155,POINT (-80.0782315 40.404075),42003468900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.2
2022,PA,Pennsylvania,Beaver,42007,42007602100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.6,,,11.2,14.3,3472,2788,POINT (-80.28373 40.7025338),42007602100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,12.1
2022,PA,Pennsylvania,Beaver,42007,42007604200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.1,,,9.8,12.6,1599,1274,POINT (-80.2313977 40.5968029),42007604200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.7
2022,PA,Pennsylvania,Beaver,42007,42007603000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.2,11.8,2793,2327,POINT (-80.3772979 40.5990051),42007603000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.8
2022,PA,Pennsylvania,Berks,42011,42011013503,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.6,11.2,4527,3449,POINT (-75.8591657 40.4552508),42011013503,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,5.8
2022,PA,Pennsylvania,Berks,42011,42011013200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.4,12.3,4264,3391,POINT (-75.6374781 40.3323297),42011013200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.5
2022,PA,Pennsylvania,Berks,42011,42011011500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.4,,,10.0,12.9,2927,2294,POINT (-75.986899 40.2874567),42011011500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.3
2022,PA,Pennsylvania,Berks,42011,42011014101,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.6,,,11.9,15.5,3094,3069,POINT (-75.7843969 40.5103685),42011014101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,3.0
2022,PA,Pennsylvania,Allegheny,42003,42003523600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.5,12.1,4852,3960,POINT (-79.812346 40.4509359),42003523600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.0
2022,PA,Pennsylvania,Berks,42011,42011012101,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.2,,,8.9,11.6,1892,1467,POINT (-75.8638163 40.3259079),42011012101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.1
2022,PA,Pennsylvania,Berks,42011,42011000200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.4,,,10.9,14.0,4041,2952,POINT (-75.9483954 40.3551788),42011000200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,11.6
2022,PA,Pennsylvania,Blair,42013,42013100300,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.2,,,10.8,13.9,3179,2556,POINT (-78.4129069 40.5040563),42013100300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.4
2022,PA,Pennsylvania,Allegheny,42003,42003476100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.3,11.8,4979,4178,POINT (-80.0229693 40.3675964),42003476100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.0
2022,PA,Pennsylvania,Berks,42011,42011012400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.7,,,9.3,12.1,7853,5998,POINT (-75.9002408 40.3990703),42011012400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.6
2022,PA,Pennsylvania,Blair,42013,42013101700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,12.5,,,11.0,14.2,3541,2688,POINT (-78.3861998 40.5185228),42013101700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,12.0
2022,PA,Pennsylvania,Blair,42013,42013101200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.3,,,9.0,11.7,3895,3160,POINT (-78.4049081 40.4830434),42013101200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.0
2022,PA,Pennsylvania,Blair,42013,42013100700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,13.3,,,11.8,15.1,2366,1596,POINT (-78.395008 40.5265418),42013100700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,12.9
2022,PA,Pennsylvania,Allegheny,42003,42003439000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.5,,,8.4,10.7,1505,1140,POINT (-80.1737823 40.5897786),42003439000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.9
2022,PA,Pennsylvania,Allegheny,42003,42003475101,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.3,4977,4235,POINT (-80.04046 40.3469695),42003475101,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.5
2022,PA,Pennsylvania,Beaver,42007,42007605600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.5,12.3,3276,2749,POINT (-80.2692185 40.7132342),42007605600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.0
2022,PA,Pennsylvania,Berks,42011,42011000900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.8,,,10.3,13.3,3018,2207,POINT (-75.927887 40.3471262),42011000900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.6
2022,PA,Pennsylvania,Allegheny,42003,42003552200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.6,,,10.2,13.0,969,743,POINT (-79.8755912 40.3495556),42003552200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.8
2022,PA,Pennsylvania,Allegheny,42003,42003560500,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.2,,,9.0,11.4,2193,1994,POINT (-79.8912697 40.4377737),42003560500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.5
2022,PA,Pennsylvania,Berks,42011,42011010302,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.2,12.0,3027,2454,POINT (-76.0771218 40.4306821),42011010302,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.2
2022,PA,Pennsylvania,Bradford,42015,42015950200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.0,,,9.7,12.4,4783,3773,POINT (-76.4027315 41.9071043),42015950200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,9.9
2022,PA,Pennsylvania,Allegheny,42003,42003498000,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.2,,,9.9,12.6,2355,1943,POINT (-79.8631576 40.3216998),42003498000,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,10.4
2022,PA,Pennsylvania,Bradford,42015,42015950502,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.6,,,9.3,11.9,3324,2621,POINT (-76.5737698 41.951963),42015950502,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.4
2022,PA,Pennsylvania,Allegheny,42003,42003473602,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.7,,,7.7,9.9,4714,3753,POINT (-80.0693023 40.3719637),42003473602,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,4.9
2022,PA,Pennsylvania,Allegheny,42003,42003457200,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.7,,,9.4,12.0,3398,2833,POINT (-80.1021609 40.356022),42003457200,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,8.2
2022,PA,Pennsylvania,Berks,42011,42011001600,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.6,,,10.2,13.1,2869,1926,POINT (-75.9131247 40.3405069),42011001600,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,7.1
