Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Smoking,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Drinking,Physical_Activity,Short_Sleep
2022,PA,Pennsylvania,Bradford,42015,42015950501,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.0,,,18.6,23.5,2930,2361,POINT (-76.537263 41.9843458),42015950501,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.1,29.4,39.1
2022,PA,Pennsylvania,Allegheny,42003,42003472200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.9,,,14.1,17.8,2224,1880,POINT (-80.0414483 40.3945623),42003472200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,22.9,19.4,35.1
2022,PA,Pennsylvania,Allegheny,42003,42003429201,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.6,,,8.4,10.9,4941,3969,POINT (-80.0036671 40.5447184),42003429201,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.0,15.9,30.4
2022,PA,Pennsylvania,Allegheny,42003,42003526201,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.2,,,11.5,14.9,3704,2939,POINT (-79.757796 40.4888182),42003526201,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.6,20.0,33.6
2022,PA,Pennsylvania,Berks,42011,42011002600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.8,,,17.4,22.3,3456,2239,POINT (-75.9428571 40.3246743),42011002600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,14.2,39.3,46.8
2022,PA,Pennsylvania,Allegheny,42003,42003480102,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.8,,,12.2,15.5,3121,2566,POINT (-79.9995278 40.3443407),42003480102,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.6,19.7,32.9
2022,PA,Pennsylvania,Blair,42013,42013101100,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.5,,,14.4,18.9,1490,1199,POINT (-78.4188148 40.4725986),42013101100,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.6,24.2,40.3
2022,PA,Pennsylvania,Allegheny,42003,42003469000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.6,,,11.1,14.3,4941,4145,POINT (-80.0543165 40.417056),42003469000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.3,19.2,33.2
2022,PA,Pennsylvania,Allegheny,42003,42003552000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,22.7,,,20.1,25.3,2294,1671,POINT (-79.840906 40.3415634),42003552000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.2,31.8,43.8
2022,PA,Pennsylvania,Armstrong,42005,42005951300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.4,,,16.0,20.9,2411,2041,POINT (-79.603592 40.669836),42005951300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.5,25.7,36.8
2022,PA,Pennsylvania,Berks,42011,42011011903,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.4,,,11.7,15.3,5175,3944,POINT (-75.7412545 40.3029165),42011011903,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.8,19.8,38.6
2022,PA,Pennsylvania,Blair,42013,42013101600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,22.4,,,19.9,25.3,3176,2434,POINT (-78.3960649 40.5118007),42013101600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.2,28.9,43.9
2022,PA,Pennsylvania,Armstrong,42005,42005951000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.5,,,17.9,23.1,2859,2288,POINT (-79.5329987 40.7696153),42005951000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.7,29.1,38.4
2022,PA,Pennsylvania,Armstrong,42005,42005950600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.7,,,18.1,23.4,3248,2664,POINT (-79.428105 40.8569553),42005950600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.1,27.5,38.1
2022,PA,Pennsylvania,Allegheny,42003,42003491200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.3,,,10.8,14.0,2114,1810,POINT (-79.9168376 40.3101461),42003491200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.8,20.0,32.1
2022,PA,Pennsylvania,Allegheny,42003,42003488500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.2,,,16.1,20.5,2742,2300,POINT (-79.9339848 40.3588566),42003488500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.6,24.7,36.7
2022,PA,Pennsylvania,Allegheny,42003,42003521200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.3,,,12.6,16.1,4521,3851,POINT (-79.7965493 40.4257074),42003521200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.1,21.3,35.9
2022,PA,Pennsylvania,Berks,42011,42011013302,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.7,,,14.6,19.0,6555,5265,POINT (-75.6070567 40.3930025),42011013302,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.5,23.4,39.2
2022,PA,Pennsylvania,Allegheny,42003,42003451300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.3,,,10.8,13.9,7810,6086,POINT (-80.1867431 40.4888846),42003451300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.0,17.3,31.9
2022,PA,Pennsylvania,Allegheny,42003,42003473100,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.1,,,10.7,13.6,4963,3790,POINT (-80.0504859 40.3927586),42003473100,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,21.1,17.4,31.8
2022,PA,Pennsylvania,Allegheny,42003,42003465600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.0,,,12.3,15.9,2494,2095,POINT (-80.0684148 40.4385293),42003465600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.0,21.0,35.0
2022,PA,Pennsylvania,Beaver,42007,42007605002,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.9,,,16.5,21.4,3459,2779,POINT (-80.4412898 40.5169335),42007605002,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.6,25.4,36.7
2022,PA,Pennsylvania,Allegheny,42003,42003486700,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,22.6,,,20.1,25.3,2212,1672,POINT (-79.8588904 40.3779317),42003486700,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.9,30.8,44.3
2022,PA,Pennsylvania,Berks,42011,42011012106,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,11.8,,,10.2,13.5,4914,3893,POINT (-75.8480908 40.3074998),42011012106,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.5,19.3,37.2
2022,PA,Pennsylvania,Berks,42011,42011001600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.2,,,16.9,21.8,2869,1926,POINT (-75.9131247 40.3405069),42011001600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.4,36.2,46.0
2022,PA,Pennsylvania,Allegheny,42003,42003473500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,7.2,,,6.3,8.3,3788,2802,POINT (-80.0545655 40.3657414),42003473500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,21.3,13.2,29.2
2022,PA,Pennsylvania,Beaver,42007,42007601801,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.8,,,11.2,14.6,3561,3060,POINT (-80.1838048 40.724826),42007601801,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.7,22.7,31.9
2022,PA,Pennsylvania,Berks,42011,42011000300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.7,,,17.2,22.3,2373,1738,POINT (-75.9370176 40.3557242),42011000300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.1,35.4,45.5
2022,PA,Pennsylvania,Allegheny,42003,42003421100,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,8.3,,,7.2,9.4,4969,3917,POINT (-79.8674553 40.5032807),42003421100,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.0,16.0,29.5
2022,PA,Pennsylvania,Allegheny,42003,42003417200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.8,,,16.7,21.0,1234,1018,POINT (-79.7804493 40.5378969),42003417200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.2,25.2,35.8
2022,PA,Pennsylvania,Bedford,42009,42009960800,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.1,,,13.0,17.2,5105,4269,POINT (-78.5036528 40.0564352),42009960800,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.7,24.5,36.0
2022,PA,Pennsylvania,Blair,42013,42013010900,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.6,,,11.9,15.7,7399,6016,POINT (-78.3050339 40.45342),42013010900,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.2,20.5,36.8
2022,PA,Pennsylvania,Bedford,42009,42009960300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.6,,,16.1,21.0,4833,3848,POINT (-78.5900008 40.147825),42009960300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.2,26.1,38.0
2022,PA,Pennsylvania,Allegheny,42003,42003474202,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,10.6,,,9.3,11.9,5363,4043,POINT (-80.0952818 40.3253565),42003474202,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.0,19.6,30.6
2022,PA,Pennsylvania,Berks,42011,42011013503,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.3,,,10.6,14.0,4527,3449,POINT (-75.8591657 40.4552508),42011013503,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.5,18.4,38.1
2022,PA,Pennsylvania,Berks,42011,42011014000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.2,,,15.9,20.6,4162,3434,POINT (-75.7772876 40.5213132),42011014000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.1,27.2,41.5
2022,PA,Pennsylvania,Beaver,42007,42007604700,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.3,,,16.0,20.7,1469,1219,POINT (-80.2752834 40.6058926),42007604700,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.3,27.3,40.1
2022,PA,Pennsylvania,Allegheny,42003,42003561400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,17.6,,,15.4,19.7,4012,3368,POINT (-79.8620299 40.4506482),42003561400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,13.8,29.4,44.4
2022,PA,Pennsylvania,Allegheny,42003,42003492700,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,22.9,,,20.5,25.4,1819,1470,POINT (-79.8826541 40.3012183),42003492700,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.7,30.9,39.1
2022,PA,Pennsylvania,Blair,42013,42013101700,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,25.8,,,22.9,29.1,3541,2688,POINT (-78.3861998 40.5185228),42013101700,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.8,32.1,45.8
2022,PA,Pennsylvania,Beaver,42007,42007602500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.6,,,13.7,17.7,1295,1141,POINT (-80.3301636 40.6849378),42007602500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,14.6,26.0,33.0
2022,PA,Pennsylvania,Allegheny,42003,42003479000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.8,,,12.1,15.5,1985,1680,POINT (-80.0142753 40.3801273),42003479000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.4,19.7,33.4
2022,PA,Pennsylvania,Allegheny,42003,42003483800,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,22.2,,,19.7,24.7,2884,2343,POINT (-79.9098942 40.4072778),42003483800,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,14.0,34.8,45.0
2022,PA,Pennsylvania,Blair,42013,42013101200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.9,,,13.0,17.0,3895,3160,POINT (-78.4049081 40.4830434),42013101200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.1,22.6,36.7
2022,PA,Pennsylvania,Berks,42011,42011010902,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.1,,,15.8,20.6,4286,3285,POINT (-76.0225303 40.3246917),42011010902,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.7,25.8,42.8
2022,PA,Pennsylvania,Allegheny,42003,42003525300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.9,,,11.3,14.6,2219,1802,POINT (-79.8362238 40.5252192),42003525300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.3,20.0,32.6
2022,PA,Pennsylvania,Allegheny,42003,42003551200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,22.5,,,20.1,25.1,3391,2528,POINT (-79.8356105 40.3509099),42003551200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.3,33.1,42.3
2022,PA,Pennsylvania,Allegheny,42003,42003497000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,18.5,,,16.3,20.8,932,823,POINT (-79.8599194 40.2914072),42003497000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.1,25.6,34.9
2022,PA,Pennsylvania,Allegheny,42003,42003474203,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.2,,,8.0,10.4,4802,3537,POINT (-80.079108 40.3137744),42003474203,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.5,15.2,30.6
2022,PA,Pennsylvania,Allegheny,42003,42003475402,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.4,,,12.7,16.2,3213,2558,POINT (-80.0227149 40.3132487),42003475402,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.5,19.8,32.8
2022,PA,Pennsylvania,Allegheny,42003,42003488600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.5,,,12.8,16.2,4600,3788,POINT (-79.9160493 40.3347646),42003488600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.6,21.4,34.1
2022,PA,Pennsylvania,Berks,42011,42011010601,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.9,,,12.0,15.8,2776,2247,POINT (-76.0826596 40.3304487),42011010601,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.7,24.2,37.7
2022,PA,Pennsylvania,Bedford,42009,42009961001,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.1,,,17.5,22.6,2747,2238,POINT (-78.4441712 39.8211835),42009961001,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.8,27.6,37.9
2022,PA,Pennsylvania,Blair,42013,42013010800,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.4,,,18.1,23.3,3441,2662,POINT (-78.220936 40.4857062),42013010800,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.3,27.5,41.2
2022,PA,Pennsylvania,Blair,42013,42013010102,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.8,,,17.3,22.6,2852,2225,POINT (-78.2560175 40.6647265),42013010102,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.5,27.7,41.2
2022,PA,Pennsylvania,Berks,42011,42011012103,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.9,,,12.9,17.0,2500,1991,POINT (-75.8068224 40.3209233),42011012103,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.6,21.1,38.4
2022,PA,Pennsylvania,Blair,42013,42013100300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,22.3,,,19.7,25.3,3179,2556,POINT (-78.4129069 40.5040563),42013100300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.6,28.6,44.0
2022,PA,Pennsylvania,Beaver,42007,42007603500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,23.9,,,21.2,26.9,1496,1112,POINT (-80.2536117 40.6851452),42007603500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.2,30.1,39.7
2022,PA,Pennsylvania,Berks,42011,42011013502,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.1,,,14.0,18.3,3417,2665,POINT (-75.8898066 40.439194),42011013502,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.1,21.9,41.0
2022,PA,Pennsylvania,Allegheny,42003,42003445500,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.5,,,11.0,14.2,3907,3053,POINT (-80.1789016 40.5397283),42003445500,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.4,18.9,33.4
2022,PA,Pennsylvania,Berks,42011,42011002300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,23.6,,,20.8,26.4,2302,1653,POINT (-75.9260688 40.3284472),42011002300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.8,43.0,47.7
2022,PA,Pennsylvania,Allegheny,42003,42003431400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,11.3,,,9.9,12.8,1893,1577,POINT (-80.0552272 40.5029622),42003431400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,24.1,15.4,33.8
2022,PA,Pennsylvania,Allegheny,42003,42003550900,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,26.3,,,23.6,29.2,1467,1156,POINT (-79.8518334 40.3484399),42003550900,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,14.2,36.9,45.4
2022,PA,Pennsylvania,Beaver,42007,42007603000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.1,,,13.1,17.2,2793,2327,POINT (-80.3772979 40.5990051),42007603000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.3,22.8,34.7
2022,PA,Pennsylvania,Allegheny,42003,42003525200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,10.1,,,8.9,11.5,2536,2229,POINT (-79.8451025 40.5158744),42003525200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.5,18.0,30.3
2022,PA,Pennsylvania,Armstrong,42005,42005951600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,17.8,,,15.5,20.2,4605,3806,POINT (-79.4805393 40.5791932),42005951600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.5,26.4,36.5
2022,PA,Pennsylvania,Blair,42013,42013011202,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.9,,,12.9,17.0,2424,2090,POINT (-78.3932265 40.4259841),42013011202,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.5,23.8,38.6
2022,PA,Pennsylvania,Beaver,42007,42007600601,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.7,,,14.6,19.0,2067,1661,POINT (-80.4517971 40.8172231),42007600601,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.0,23.4,35.3
2022,PA,Pennsylvania,Allegheny,42003,42003486800,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.6,,,19.2,24.1,1653,1195,POINT (-79.8426283 40.3718998),42003486800,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,14.8,31.8,44.1
2022,PA,Pennsylvania,Allegheny,42003,42003432400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.8,,,13.0,16.7,2579,2173,POINT (-80.0683549 40.4981264),42003432400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,20.8,20.9,35.9
2022,PA,Pennsylvania,Allegheny,42003,42003480400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.3,,,11.7,15.0,5004,4163,POINT (-79.9524487 40.3803705),42003480400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.2,20.6,32.9
2022,PA,Pennsylvania,Allegheny,42003,42003509400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.3,,,19.0,23.8,5114,4019,POINT (-79.8214657 40.4085613),42003509400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.0,30.7,40.6
2022,PA,Pennsylvania,Blair,42013,42013100700,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,29.4,,,26.2,32.7,2366,1596,POINT (-78.395008 40.5265418),42013100700,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.9,36.5,47.2
2022,PA,Pennsylvania,Berks,42011,42011011704,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.1,,,14.1,18.3,2527,2011,POINT (-75.9050821 40.2393399),42011011704,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.7,22.2,39.3
2022,PA,Pennsylvania,Blair,42013,42013011201,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,10.6,,,9.2,12.3,3217,2603,POINT (-78.3927098 40.4360152),42013011201,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,16.9,17.8,34.5
2022,PA,Pennsylvania,Berks,42011,42011011400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.4,,,12.5,16.4,5475,4294,POINT (-75.9670814 40.3026332),42011011400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.6,23.2,39.8
2022,PA,Pennsylvania,Allegheny,42003,42003552400,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,24.6,,,22.0,27.2,2892,2247,POINT (-79.8446512 40.3326236),42003552400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.8,33.9,41.2
2022,PA,Pennsylvania,Berks,42011,42011001200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.3,,,16.9,21.9,1854,1321,POINT (-75.9355439 40.3411298),42011001200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,15.8,38.6,47.8
2022,PA,Pennsylvania,Allegheny,42003,42003401300,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,15.4,,,13.6,17.4,2645,2176,POINT (-79.738883 40.6215288),42003401300,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.6,22.0,34.6
2022,PA,Pennsylvania,Allegheny,42003,42003405000,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,17.2,,,15.2,19.3,1161,950,POINT (-79.796432 40.606483),42003405000,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.4,23.4,34.6
2022,PA,Pennsylvania,Allegheny,42003,42003474101,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.5,,,8.2,10.7,4460,3253,POINT (-80.0754163 40.3562215),42003474101,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.9,15.7,31.6
2022,PA,Pennsylvania,Beaver,42007,42007605200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.3,,,17.0,21.8,2511,2007,POINT (-80.3372254 40.7740122),42007605200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.0,26.4,38.1
2022,PA,Pennsylvania,Beaver,42007,42007605600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,17.5,,,15.3,20.0,3276,2749,POINT (-80.2692185 40.7132342),42007605600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.0,24.9,36.7
2022,PA,Pennsylvania,Berks,42011,42011010202,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,16.5,,,14.4,18.8,5209,4264,POINT (-76.0553827 40.5299299),42011010202,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.2,24.1,39.1
2022,PA,Pennsylvania,Allegheny,42003,42003562901,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.1,,,18.7,23.6,1433,1087,POINT (-79.9478036 40.4080909),42003562901,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.0,29.2,40.8
2022,PA,Pennsylvania,Allegheny,42003,42003504100,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,20.9,,,18.5,23.4,5026,3980,POINT (-79.8304402 40.3835414),42003504100,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,17.0,29.2,40.8
2022,PA,Pennsylvania,Berks,42011,42011010304,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.0,,,12.2,16.0,6637,5599,POINT (-75.9975914 40.397631),42011010304,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,18.7,21.1,37.7
2022,PA,Pennsylvania,Allegheny,42003,42003415002,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,11.8,,,10.3,13.4,2604,2013,POINT (-79.900652 40.5535717),42003415002,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,19.5,18.0,32.1
2022,PA,Pennsylvania,Berks,42011,42011000100,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,27.7,,,24.7,30.9,6076,4711,POINT (-75.9249687 40.3352705),42011000100,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,13.1,48.3,49.3
