county,license_type,lat,lon,geometry,cluster
NORTHAMPTON,Cigarette Retail,40.879576,-75.182642,POINT (-75.182642 40.879576),-1
ADAMS,Cigarette Retail,39.938476,-76.980885,POINT (-76.980885 39.938476),-1
PHILADELPHIA,Cigarette Retail,39.995351,-75.139484,POINT (-75.139484 39.995351),1
PHILADELPHIA,Cigarette Retail,40.123591,-75.015391,POINT (-75.015391 40.123591),655
ALLEGHENY,OTP Retail,40.408071,-80.08675,POINT (-80.08675 40.408071),207
BUTLER,Cigarette/OTP Retail,40.681505,-80.138261,POINT (-80.138261 40.681505),1056
ALLEGHENY,Cigarette Retail,40.524642,-79.827646,POINT (-79.827646 40.524642),-1
PHILADELPHIA,Retail,40.007353,-75.189882,POINT (-75.189882 40.007353),431
DELAWARE,Retail,39.856299,-75.351019,POINT (-75.351019 39.856299),492
MONTGOMERY,Cigarette Vending,40.40607,-75.50219,POINT (-75.50219 40.40607),1057
ERIE,Cigarette/OTP Retail,42.139478,-80.0593,POINT (-80.0593 42.139478),47
ALLEGHENY,Cigarette/OTP Retail,40.462507992,-79.92641096,POINT (-79.92641096 40.462507992),15
WASHINGTON,Cigarette/OTP Retail,40.167122,-80.237083,POINT (-80.237083 40.167122),581
MONTGOMERY,Retail,40.146344,-75.323482,POINT (-75.323482 40.146344),29
MONTGOMERY,OTP Retail,40.146344,-75.323482,POINT (-75.323482 40.146344),29
MONTGOMERY,Cigarette/OTP Retail,40.105067,-75.281383,POINT (-75.281383 40.105067),-1
BEAVER,Cigarette/OTP Retail,40.698785,-80.273107,POINT (-80.273107 40.698785),436
VENANGO,Cig/OTP Retail,41.383797,-79.9368,POINT (-79.9368 41.383797),-1
LEHIGH,Cigarette/OTP Retail,40.605039993,-75.446858963,POINT (-75.446858963 40.605039993),388
LEHIGH,Cigarette Retail,40.626206,-75.44269,POINT (-75.44269 40.626206),1058
LAWRENCE,Cigarette/OTP Retail,40.995997,-80.336029,POINT (-80.336029 40.995997),-1
LEHIGH,Cigarette/OTP Retail,40.618042,-75.43801,POINT (-75.43801 40.618042),264
CLEARFIELD,Retail,41.128948,-78.762412,POINT (-78.762412 41.128948),833
ALLEGHENY,Cigarette/OTP Retail,40.455327,-79.998284,POINT (-79.998284 40.455327),334
ALLEGHENY,Retail,40.455285,-79.99827,POINT (-79.99827 40.455285),334
ALLEGHENY,Wholesale,40.455285,-79.99827,POINT (-79.99827 40.455285),334
ALLEGHENY,OTP Retail,40.455285,-79.99827,POINT (-79.99827 40.455285),334
NORTHUMBERLAND,Retail,40.86222,-76.783213,POINT (-76.783213 40.86222),-1
JUNIATA,Cigarette Retail,40.371839,-77.60213,POINT (-77.60213 40.371839),1059
JUNIATA,Retail,40.371839,-77.60213,POINT (-77.60213 40.371839),1059
JUNIATA,OTP Retail,40.371839,-77.60213,POINT (-77.60213 40.371839),1059
WESTMORELAND,Cigarette/OTP Retail,40.288151,-79.36669,POINT (-79.36669 40.288151),-1
CUMBERLAND,OTP Retail,40.237386,-76.966238,POINT (-76.966238 40.237386),220
DAUPHIN,OTP Manufacturer,40.253507,-76.821558,POINT (-76.821558 40.253507),924
DAUPHIN,OTP Retail,40.25901,-76.832197,POINT (-76.832197 40.25901),924
CUMBERLAND,OTP Retail,40.237386,-76.966238,POINT (-76.966238 40.237386),220
DAUPHIN,OTP Retail,40.253507,-76.821558,POINT (-76.821558 40.253507),924
PHILADELPHIA,Cigarette Retail,40.028587,-75.085347,POINT (-75.085347 40.028587),1
PHILADELPHIA,OTP Retail,40.028587,-75.085347,POINT (-75.085347 40.028587),1
PHILADELPHIA,Retail,39.987504,-75.124248,POINT (-75.124248 39.987504),1
JEFFERSON,Cigarette/OTP Retail,41.154829,-79.085774,POINT (-79.085774 41.154829),442
JEFFERSON,Cigarette/OTP Retail,41.159733,-79.084188,POINT (-79.084188 41.159733),442
JEFFERSON,OTP Retail,41.154829,-79.085774,POINT (-79.085774 41.154829),442
CLEARFIELD,Cigarette/OTP Retail,41.018001,-78.438653,POINT (-78.438653 41.018001),176
CLEARFIELD,Cigarette/OTP Retail,41.018001,-78.438653,POINT (-78.438653 41.018001),176
CLEARFIELD,OTP Retail,41.018001,-78.438653,POINT (-78.438653 41.018001),176
CLEARFIELD,OTP Retail,41.128094,-78.758098,POINT (-78.758098 41.128094),833
CLARION,OTP Retail,41.002133,-79.327494,POINT (-79.327494 41.002133),949
WESTMORELAND,Cigarette/OTP Retail,40.378966,-79.075516,POINT (-79.075516 40.378966),922
WESTMORELAND,Cigarette/OTP Retail,40.378966,-79.075516,POINT (-79.075516 40.378966),922
WESTMORELAND,OTP Retail,40.378966,-79.075516,POINT (-79.075516 40.378966),922
JEFFERSON,Cigarette/OTP Retail,41.361507,-78.621648,POINT (-78.621648 41.361507),-1
JEFFERSON,Cigarette/OTP Retail,41.0970071,-78.8886436,POINT (-78.8886436 41.0970071),618
JEFFERSON,OTP Retail,41.095266,-78.887614,POINT (-78.887614 41.095266),618
WESTMORELAND,Cig/OTP Retail,40.159533,-79.872857,POINT (-79.872857 40.159533),1051
NORTHAMPTON,OTP Retail,40.1663992,-75.1252383,POINT (-75.1252383 40.1663992),171
NORTHAMPTON,Cig/OTP Retail,40.666513,-75.308323,POINT (-75.308323 40.666513),672
NORTHAMPTON,Cigarette/OTP Retail,40.648627,-75.340085,POINT (-75.340085 40.648627),6
NORTHAMPTON,Cigarette/OTP Retail,40.666513,-75.308323,POINT (-75.308323 40.666513),672
NORTHAMPTON,Cig/OTP Retail,40.694557,-75.262696,POINT (-75.262696 40.694557),1060
NORTHAMPTON,Cigarette Retail,40.69447,-75.26319,POINT (-75.26319 40.69447),1060
NORTHAMPTON,Retail,40.694557,-75.262696,POINT (-75.262696 40.694557),1060
MONTGOMERY,Cigarette Retail,40.110377,-75.143997,POINT (-75.143997 40.110377),-1
NORTHAMPTON,Cigarette Retail,40.687006,-75.252426,POINT (-75.252426 40.687006),151
NORTHAMPTON,OTP Retail,40.687006,-75.252426,POINT (-75.252426 40.687006),151
NORTHAMPTON,Cigarette/OTP Retail,40.691664992,-75.205693001,POINT (-75.205693001 40.691664992),21
MONTGOMERY,Cigarette/OTP Retail,40.1239,-75.13285,POINT (-75.13285 40.1239),23
MONTGOMERY,Cigarette Retail,40.123922,-75.132863,POINT (-75.132863 40.123922),23
MONTGOMERY,Cigarette/OTP Retail,40.1239,-75.13285,POINT (-75.13285 40.1239),23
BEAVER,Cigarette Vending,40.76644,-80.31512,POINT (-80.31512 40.76644),-1
LYCOMING,Cigarette/OTP Retail,41.244313,-77.035143,POINT (-77.035143 41.244313),-1
BUCKS,Cig/OTP Wholesaler,40.108499,-74.921862,POINT (-74.921862 40.108499),1303
BUTLER,Cigarette Vending,40.8642,-79.88284,POINT (-79.88284 40.8642),53
WESTMORELAND,Cigarette/OTP Retail,40.562531,-79.764712,POINT (-79.764712 40.562531),526
DELAWARE,Cigarette Retail,39.93999,-75.26255,POINT (-75.26255 39.93999),1
DELAWARE,OTP Retail,39.93999,-75.26255,POINT (-75.26255 39.93999),1
CENTRE,OTP Retail,40.899528,-78.225624,POINT (-78.225624 40.899528),558
CAMBRIA,Cigarette/OTP Retail,40.469526,-78.759089,POINT (-78.759089 40.469526),1023
CAMBRIA,Cigarette/OTP Retail,40.4694139,-78.7591704,POINT (-78.7591704 40.4694139),1023
CAMBRIA,Cig/OTP Retail,40.478114,-78.724131,POINT (-78.724131 40.478114),598
CAMBRIA,Cig/OTP Retail,40.299371,-78.911859,POINT (-78.911859 40.299371),169
CAMBRIA,Cig/OTP Retail,40.478114,-78.724131,POINT (-78.724131 40.478114),598
CAMBRIA,Retail,40.478114,-78.724131,POINT (-78.724131 40.478114),598
CAMBRIA,OTP Retail,40.478114,-78.724131,POINT (-78.724131 40.478114),598
CAMBRIA,Cigarette/OTP Retail,40.477982,-78.724137,POINT (-78.724137 40.477982),598
PHILADELPHIA,Cigarette/OTP Retail,39.990630983,-75.123608017,POINT (-75.123608017 39.990630983),1
CUMBERLAND,Cigarette Retail,40.298207,-76.930548,POINT (-76.930548 40.298207),117
CUMBERLAND,OTP Retail,40.298207,-76.930548,POINT (-76.930548 40.298207),117
MONROE,Cig/OTP Retail,41.01687,-75.182652,POINT (-75.182652 41.01687),259
FAYETTE,Cigarette Vending,40.12784,-79.86179,POINT (-79.86179 40.12784),352
ALLEGHENY,CSA/OTP Wholesale,40.361631,-79.927028,POINT (-79.927028 40.361631),-1
ALLEGHENY,OTP Wholesale,40.575924,-79.866107,POINT (-79.866107 40.575924),-1
YORK,Retail,39.954811,-76.742082,POINT (-76.742082 39.954811),32
LANCASTER,Cigarette/OTP Retail,40.15338,-76.08827,POINT (-76.08827 40.15338),-1
LACKAWANNA,OTP Retail,41.409986,-75.692692,POINT (-75.692692 41.409986),134
PHILADELPHIA,Cigarette/OTP Retail,39.995289,-75.116759,POINT (-75.116759 39.995289),1
PHILADELPHIA,Retail,40.019729,-75.174786,POINT (-75.174786 40.019729),1
MONTGOMERY,OTP Retail,40.146573,-75.324392,POINT (-75.324392 40.146573),29
MONTGOMERY,OTP Retail,40.154591,-75.221712,POINT (-75.221712 40.154591),546
PHILADELPHIA,OTP Retail,40.035917,-75.217691,POINT (-75.217691 40.035917),229
ALLEGHENY,Cigarette Stamping Agent,40.469129,-79.965709,POINT (-79.965709 40.469129),586
BEAVER,Cigarette Wholesaler,40.469129,-79.965709,POINT (-79.965709 40.469129),586
BEAVER,OTP Wholesaler,40.469129,-79.965709,POINT (-79.965709 40.469129),586
BEAVER,OTP Wholesaler,40.677807,-80.152114,POINT (-80.152114 40.677807),-1
BEAVER,Cigarette Stamping Agent,40.677807,-80.152114,POINT (-80.152114 40.677807),-1
PHILADELPHIA,Cigarette/OTP Retail,39.94005,-75.230928,POINT (-75.230928 39.94005),1
PHILADELPHIA,Cig/OTP Retail,39.990598,-75.165081,POINT (-75.165081 39.990598),1
PHILADELPHIA,Cig/OTP Retail,40.04545,-75.149981,POINT (-75.149981 40.04545),1
PHILADELPHIA,Cigarette/OTP Retail,39.99109,-75.226571,POINT (-75.226571 39.99109),-1
BEAVER,Cigarette/OTP Retail,40.669299015,-80.192971993,POINT (-80.192971993 40.669299015),-1
SCHUYLKILL,Cigarette/OTP Retail,40.643494,-76.148426,POINT (-76.148426 40.643494),-1
BEAVER,Cig/OTP Retail,40.669587,-80.192827,POINT (-80.192827 40.669587),-1
PHILADELPHIA,Cigarette Retail,39.91794,-75.159366,POINT (-75.159366 39.91794),1
PHILADELPHIA,Cig/OTP Retail,39.912462,-75.241108,POINT (-75.241108 39.912462),1
PHILADELPHIA,Cigarette/OTP Retail,39.91246,-75.2411,POINT (-75.2411 39.91246),1
ALLEGHENY,Cigarette Vending,40.3239538900329,-79.7831904432293,POINT (-79.7831904432293 40.3239538900329),812
PHILADELPHIA,Cig/OTP Retail,39.912462,-75.241108,POINT (-75.241108 39.912462),1
MONTGOMERY,Cigarette/OTP Retail,40.169159463,-75.068241667,POINT (-75.068241667 40.169159463),921
PHILADELPHIA,Retail,39.998494,-75.128853,POINT (-75.128853 39.998494),1
DELAWARE,Cigarette Vending,39.86101,-75.34348,POINT (-75.34348 39.86101),66
YORK,Cigarette Retail,39.97261329,-76.703340017,POINT (-76.703340017 39.97261329),32
PHILADELPHIA,Cigarette/OTP Retail,39.992871,-75.110498,POINT (-75.110498 39.992871),1
DELAWARE,Cigarette Retail,39.974196,-75.452821,POINT (-75.452821 39.974196),-1
DELAWARE,OTP Retail,39.974196,-75.452821,POINT (-75.452821 39.974196),-1
ALLEGHENY,Cigarette Retail,40.43061,-79.88436,POINT (-79.88436 40.43061),-1
ALLEGHENY,OTP Retail,40.43061,-79.88436,POINT (-79.88436 40.43061),-1
ALLEGHENY,Cigarette/OTP Retail,40.425854,-79.889199,POINT (-79.889199 40.425854),469
ERIE,Cigarette/OTP Retail,41.87599,-80.131594,POINT (-80.131594 41.87599),-1
DAUPHIN,Retail,40.262814,-76.870335,POINT (-76.870335 40.262814),87
PHILADELPHIA,Retail,39.988796,-75.139134,POINT (-75.139134 39.988796),1
FAYETTE,Cigarette/OTP Retail,39.86494,-79.70848,POINT (-79.70848 39.86494),853
ALLEGHENY,Cigarette Retail,40.478149,-80.000457,POINT (-80.000457 40.478149),-1
YORK,Cigarette Retail,39.968194012,-76.712104984,POINT (-76.712104984 39.968194012),32
DELAWARE,Cig/OTP Retail,39.946666,-75.322215,POINT (-75.322215 39.946666),432
PHILADELPHIA,Retail,39.96146,-75.224586,POINT (-75.224586 39.96146),1
DELAWARE,Wholesale,40.070561,-75.425098,POINT (-75.425098 40.070561),-1
ALLEGHENY,Cigarette Vending,40.45363,-80.06116,POINT (-80.06116 40.45363),389
PHILADELPHIA,Cigarette/OTP Retail,40.04744,-75.16103,POINT (-75.16103 40.04744),1
PHILADELPHIA,Cigarette Retail,40.064318,-75.153201,POINT (-75.153201 40.064318),1
PHILADELPHIA,Cigarette Retail,39.955531,-75.238215,POINT (-75.238215 39.955531),1
LEBANON,Cigarette Retail,40.346057,-76.415504,POINT (-76.415504 40.346057),156
MONROE,OTP Manufacturer,40.976573,-75.4438952,POINT (-75.4438952 40.976573),989
MONROE,OTP Retail,40.976573,-75.4438952,POINT (-75.4438952 40.976573),989
LACKAWANNA,Cig/OTP Retail,41.4686255,-75.6429706,POINT (-75.6429706 41.4686255),727
LACKAWANNA,Cig/OTP Retail,41.397432,-75.667093,POINT (-75.667093 41.397432),131
DELAWARE,Cigarette/OTP Retail,39.86656,-75.36788,POINT (-75.36788 39.86656),54
DELAWARE,Cig/OTP Retail,39.866594,-75.367944,POINT (-75.367944 39.866594),54
MONTGOMERY,OTP Retail,40.130868,-75.401314,POINT (-75.401314 40.130868),1320
ALLEGHENY,Cigarette/OTP Retail,40.385121,-79.972923,POINT (-79.972923 40.385121),125
WESTMORELAND,Cigarette/OTP Retail,40.313345,-79.491198,POINT (-79.491198 40.313345),-1
LEHIGH,Cigarette Retail,40.605379,-75.475305,POINT (-75.475305 40.605379),71
DAUPHIN,Cigarette/OTP Retail,40.240906,-76.806091,POINT (-76.806091 40.240906),381
DAUPHIN,Cig/OTP Retail,40.240981,-76.806152,POINT (-76.806152 40.240981),381
DAUPHIN,Retail,40.240986,-76.806156,POINT (-76.806156 40.240986),381
DAUPHIN,OTP Retail,40.240986,-76.806156,POINT (-76.806156 40.240986),381
ALLEGHENY,Cigarette Stamping Agent,40.413318,-79.986906,POINT (-79.986906 40.413318),125
ALLEGHENY,OTP Retail,40.413318,-79.986906,POINT (-79.986906 40.413318),125
ALLEGHENY,OTP Wholesale,40.413318,-79.986906,POINT (-79.986906 40.413318),125
ALLEGHENY,Retail,40.413318,-79.986906,POINT (-79.986906 40.413318),125
LEHIGH,Cigarette/OTP Retail,40.600535013,-75.46692197,POINT (-75.46692197 40.600535013),71
PHILADELPHIA,Cigarette/OTP Retail,39.941559006,-75.151020025,POINT (-75.151020025 39.941559006),1
PHILADELPHIA,OTP Retail,39.94155,-75.150824,POINT (-75.150824 39.94155),1
DAUPHIN,Cigarette/OTP Retail,40.292741,-76.830582,POINT (-76.830582 40.292741),194
PHILADELPHIA,Cigarette Retail,39.9540576,-75.1674269,POINT (-75.1674269 39.9540576),1
YORK,Retail,39.824308,-76.993889,POINT (-76.993889 39.824308),453
PHILADELPHIA,Retail,40.038677,-75.078156,POINT (-75.078156 40.038677),1
PHILADELPHIA,Cigarette/OTP Retail,39.933871,-75.155893,POINT (-75.155893 39.933871),1
PHILADELPHIA,Retail,39.971382,-75.135437,POINT (-75.135437 39.971382),1
BERKS,Cigarette/OTP Retail,40.353581011,-75.925992018,POINT (-75.925992018 40.353581011),0
PHILADELPHIA,Cigarette Retail,40.052811,-75.064634,POINT (-75.064634 40.052811),1
BERKS,Retail,40.330538,-75.926049,POINT (-75.926049 40.330538),0
PHILADELPHIA,Retail,39.961942,-75.226502,POINT (-75.226502 39.961942),1
PHILADELPHIA,Cigarette/OTP Retail,40.028034011,-75.035351019,POINT (-75.035351019 40.028034011),1
PHILADELPHIA,Cigarette/OTP Retail,39.984934013,-75.147230986,POINT (-75.147230986 39.984934013),1
DAUPHIN,Retail,40.284353,-76.892397,POINT (-76.892397 40.284353),87
MONTGOMERY,Retail,40.323642,-75.33031,POINT (-75.33031 40.323642),1061
DAUPHIN,Retail,40.26291,-76.867745,POINT (-76.867745 40.26291),87
LUZERNE,Retail,40.955228,-75.97337,POINT (-75.97337 40.955228),76
PHILADELPHIA,Cigarette/OTP Retail,39.94462,-75.24372,POINT (-75.24372 39.94462),1
DAUPHIN,Cigarette/OTP Retail,40.281056,-76.891956,POINT (-76.891956 40.281056),87
BERKS,Cigarette/OTP Retail,40.330066001,-75.923839964,POINT (-75.923839964 40.330066001),0
PHILADELPHIA,Retail,39.983871,-75.133468,POINT (-75.133468 39.983871),1
BERKS,Cigarette Retail,40.33968302,-75.921705009,POINT (-75.921705009 40.33968302),0
LEHIGH,OTP Retail,40.590357293,-75.459701111,POINT (-75.459701111 40.590357293),37
LEHIGH,Cigarette Retail,40.590357293,-75.459701111,POINT (-75.459701111 40.590357293),37
BERKS,Cigarette/OTP Retail,40.355004007,-75.948264997,POINT (-75.948264997 40.355004007),343
BERKS,Cigarette Itinerant,40.355004007,-75.948264997,POINT (-75.948264997 40.355004007),343
BERKS,Cigarette/OTP Retail,40.355004007,-75.948264997,POINT (-75.948264997 40.355004007),343
BERKS,Cigarette Retail,40.355004007,-75.948264997,POINT (-75.948264997 40.355004007),343
PHILADELPHIA,Cig/OTP Retail,40.027527,-75.132447,POINT (-75.132447 40.027527),1
PHILADELPHIA,Cigarette/OTP Retail,40.02753,-75.13245,POINT (-75.13245 40.02753),1
ALLEGHENY,Retail,40.539949,-80.180047,POINT (-80.180047 40.539949),765
ALLEGHENY,OTP Retail,40.539949,-80.180047,POINT (-80.180047 40.539949),765
ALLEGHENY,Cigarette/OTP Retail,40.539949,-80.180047,POINT (-80.180047 40.539949),765
ALLEGHENY,Cig/OTP Retail,40.539735,-80.179834,POINT (-80.179834 40.539735),765
BERKS,Cig/OTP Retail,40.345897,-75.920591,POINT (-75.920591 40.345897),0
BERKS,Retail,40.341281,-75.917968,POINT (-75.917968 40.341281),0
PHILADELPHIA,Retail,39.936068,-75.152044,POINT (-75.152044 39.936068),1
PHILADELPHIA,OTP Retail,39.99805,-75.129517,POINT (-75.129517 39.99805),1
MONTGOMERY,Cigarette Retail,40.157083,-75.217357,POINT (-75.217357 40.157083),782
BERKS,Retail,40.344495,-75.919819,POINT (-75.919819 40.344495),0
ALLEGHENY,OTP Retail,40.454382841,-79.979336448,POINT (-79.979336448 40.454382841),1040
BERKS,Retail,40.345896,-75.920454,POINT (-75.920454 40.345896),0
BERKS,Cigarette Retail,40.344291,-75.912883,POINT (-75.912883 40.344291),0
BERKS,OTP Retail,40.344291,-75.912883,POINT (-75.912883 40.344291),0
ALLEGHENY,Cigarette/OTP Retail,40.396383,-79.991559,POINT (-79.991559 40.396383),125
LUZERNE,OTP Retail,40.9497,-75.97615,POINT (-75.97615 40.9497),76
LUZERNE,Cigarette Retail,40.9497,-75.97615,POINT (-75.97615 40.9497),76
LUZERNE,Cigarette/OTP Retail,40.9497,-75.97615,POINT (-75.97615 40.9497),76
PHILADELPHIA,Cigarette/OTP Retail,40.003236989,-75.167430032,POINT (-75.167430032 40.003236989),1
PHILADELPHIA,Retail,39.929713,-75.161522,POINT (-75.161522 39.929713),1
PHILADELPHIA,Cig/OTP Retail,40.018109,-75.110877,POINT (-75.110877 40.018109),1
CHESTER,Cigarette Retail,39.823033,-75.77996,POINT (-75.77996 39.823033),375
PHILADELPHIA,Retail,39.92727,-75.157225,POINT (-75.157225 39.92727),1
PHILADELPHIA,Cigarette Retail,39.92064,-75.22638,POINT (-75.22638 39.92064),1
CHESTER,Cigarette/OTP Retail,39.841235,-75.710368,POINT (-75.710368 39.841235),-1
CHESTER,Cigarette Retail,39.784941,-75.978977,POINT (-75.978977 39.784941),160
CHESTER,Cigarette Retail,39.785031197,-75.979358086,POINT (-75.979358086 39.785031197),160
PHILADELPHIA,Cigarette/OTP Retail,40.01989,-75.126682,POINT (-75.126682 40.01989),1
YORK,Retail,39.966354,-76.715832,POINT (-76.715832 39.966354),32
DAUPHIN,Cigarette/OTP Retail,40.234968,-76.840694,POINT (-76.840694 40.234968),165
BERKS,OTP Retail,40.33835,-75.92192,POINT (-75.92192 40.33835),0
PHILADELPHIA,Retail,40.009646,-75.136782,POINT (-75.136782 40.009646),1
PHILADELPHIA,Cig/OTP Retail,40.009811,-75.141891,POINT (-75.141891 40.009811),1
BERKS,OTP Retail,40.328577,-75.911395,POINT (-75.911395 40.328577),0
BERKS,Cigarette Retail,40.3286,-75.91135,POINT (-75.91135 40.3286),0
BERKS,Retail,40.328577,-75.911395,POINT (-75.911395 40.328577),0
PHILADELPHIA,Retail,39.93113,-75.154139,POINT (-75.154139 39.93113),1
BERKS,Cig/OTP Retail,40.344528,-75.9354,POINT (-75.9354 40.344528),0
PHILADELPHIA,Cig/OTP Retail,39.997868,-75.131333,POINT (-75.131333 39.997868),1
PHILADELPHIA,Cigarette Retail,39.997868,-75.131333,POINT (-75.131333 39.997868),1
BERKS,Cigarette Retail,40.342225,-75.925705,POINT (-75.925705 40.342225),0
BERKS,Cigarette Retail,40.347556,-75.917792,POINT (-75.917792 40.347556),0
LANCASTER,Cigarette Retail,40.109374,-76.500351,POINT (-76.500351 40.109374),485
ADAMS,Cigarette Retail,39.864833,-77.052326,POINT (-77.052326 39.864833),-1
PHILADELPHIA,Retail,39.994678,-75.124634,POINT (-75.124634 39.994678),1
LANCASTER,Cigarette Retail,40.036461,-76.300415,POINT (-76.300415 40.036461),5
BERKS,Retail,40.3201989,-75.936244,POINT (-75.936244 40.3201989),364
CHESTER,Retail,39.999014,-75.725032,POINT (-75.725032 39.999014),1317
LEHIGH,Retail,40.6146,-75.464134,POINT (-75.464134 40.6146),71
LEHIGH,OTP Retail,40.6146,-75.464134,POINT (-75.464134 40.6146),71
DAUPHIN,Cigarette Retail,40.284353,-76.892397,POINT (-76.892397 40.284353),87
MERCER,OTP Retail,41.412138,-80.25433,POINT (-80.25433 41.412138),-1
ARMSTRONG,Cigarette/OTP Retail,40.6954855,-79.3401946,POINT (-79.3401946 40.6954855),-1
ARMSTRONG,Cigarette/OTP Retail,40.687887,-79.337331,POINT (-79.337331 40.687887),-1
ARMSTRONG,Cigarette/OTP Retail,40.69468,-79.3434,POINT (-79.3434 40.69468),-1
LAWRENCE,Retail,40.976899,-80.292505,POINT (-80.292505 40.976899),-1
LAWRENCE,Cigarette Retail,40.976897,-80.292486,POINT (-80.292486 40.976897),-1
MCKEAN,OTP Retail,41.953134,-78.384652,POINT (-78.384652 41.953134),-1
ALLEGHENY,Cigarette/OTP Retail,40.445468,-79.977884,POINT (-79.977884 40.445468),174
CHESTER,Cig/OTP Retail,40.042031,-75.479912,POINT (-75.479912 40.042031),348
CHESTER,Cigarette/OTP Retail,40.04205,-75.4803,POINT (-75.4803 40.04205),348
PHILADELPHIA,Cigarette/OTP Retail,40.015318999,-75.092625988,POINT (-75.092625988 40.015318999),1
BUCKS,Retail,40.096907,-74.858547,POINT (-74.858547 40.096907),49
BUCKS,Cigarette/OTP Retail,40.09497,-74.85702,POINT (-74.85702 40.09497),49
CUMBERLAND,OTP Retail,40.223607,-76.927918,POINT (-76.927918 40.223607),136
DAUPHIN,OTP Retail,40.261757,-76.776942,POINT (-76.776942 40.261757),452
LEBANON,OTP Retail,40.338672,-76.432964,POINT (-76.432964 40.338672),156
CUMBERLAND,OTP Retail,40.223232,-76.927571,POINT (-76.927571 40.223232),136
DAUPHIN,OTP Retail,40.261757,-76.776942,POINT (-76.776942 40.261757),452
LEBANON,OTP Retail,40.338672,-76.432964,POINT (-76.432964 40.338672),156
ALLEGHENY,OTP Retail,40.483553,-80.077105,POINT (-80.077105 40.483553),-1
ALLEGHENY,OTP Retail Itinerant,40.483553,-80.077105,POINT (-80.077105 40.483553),-1
DELAWARE,OTP Retail,39.852426,-75.361363,POINT (-75.361363 39.852426),54
PHILADELPHIA,Cigarette/OTP Retail,39.978087,-75.235634,POINT (-75.235634 39.978087),1
PHILADELPHIA,Cig/OTP Retail,39.978087,-75.235634,POINT (-75.235634 39.978087),1
LEHIGH,Cigarette/OTP Retail,40.606692988,-75.473605029,POINT (-75.473605029 40.606692988),71
PHILADELPHIA,Cigarette Retail,40.010749,-75.088806,POINT (-75.088806 40.010749),1
PHILADELPHIA,Cigarette Retail,39.987785,-75.155892,POINT (-75.155892 39.987785),1
PHILADELPHIA,Cigarette Retail,40.0106729940001,-75.0885200289999,POINT (-75.0885200289999 40.0106729940001),1
PHILADELPHIA,Retail,39.996171,-75.154096,POINT (-75.154096 39.996171),1
BERKS,Retail,40.346112,-75.933575,POINT (-75.933575 40.346112),0
BERKS,OTP Retail,40.346112,-75.933575,POINT (-75.933575 40.346112),0
BERKS,Retail - Itinerant,40.346112,-75.933575,POINT (-75.933575 40.346112),0
BERKS,Cigarette/OTP Retail,40.346112,-75.933575,POINT (-75.933575 40.346112),0
PHILADELPHIA,Cigarette/OTP Retail,39.95872,-75.22704,POINT (-75.22704 39.95872),1
BERKS,Cigarette/OTP Retail,40.350325019,-75.927157018,POINT (-75.927157018 40.350325019),0
BERKS,Cigarette/OTP Retail,40.350328,-75.927427,POINT (-75.927427 40.350328),0
PHILADELPHIA,Cigarette Retail,40.017289,-75.139875,POINT (-75.139875 40.017289),1
PHILADELPHIA,Retail,40.017289,-75.139875,POINT (-75.139875 40.017289),1
PHILADELPHIA,Retail,40.017289,-75.139875,POINT (-75.139875 40.017289),1
LEHIGH,Cigarette/OTP Retail,40.616147,-75.460581,POINT (-75.460581 40.616147),71
LYCOMING,OTP Retail,41.127016,-77.023499,POINT (-77.023499 41.127016),-1
ALLEGHENY,Cigarette/OTP Retail,40.427668,-80.054066,POINT (-80.054066 40.427668),167
LANCASTER,Cigarette Vending,40.2329241,-76.4563746,POINT (-76.4563746 40.2329241),-1
PHILADELPHIA,Cigarette/OTP Retail,40.07122,-75.032154,POINT (-75.032154 40.07122),110
NORTHAMPTON,Cigarette Retail,40.712101,-75.221195,POINT (-75.221195 40.712101),106
LEHIGH,Cigarette/OTP Retail,40.59923,-75.48395,POINT (-75.48395 40.59923),71
MONTGOMERY,OTP Retail,40.169201,-75.06819,POINT (-75.06819 40.169201),921
MONTGOMERY,Cigarette Retail,40.169201,-75.06819,POINT (-75.06819 40.169201),921
ALLEGHENY,OTP Retail,40.426563,-79.966202,POINT (-79.966202 40.426563),79
ALLEGHENY,Cigarette/OTP Retail,40.274502,-79.883582,POINT (-79.883582 40.274502),654
ALLEGHENY,Cigarette Vending,40.27299,-79.88692,POINT (-79.88692 40.27299),654
ALLEGHENY,Cigarette Retail,40.407231,-79.943317,POINT (-79.943317 40.407231),1062
ALLEGHENY,Cigarette/OTP Retail,40.277332,-79.87709,POINT (-79.87709 40.277332),-1
ALLEGHENY,Cigarette/OTP Retail,40.279068,-79.875121,POINT (-79.875121 40.279068),-1
LANCASTER,Cigarette/OTP Retail,40.137834,-76.584168,POINT (-76.584168 40.137834),1025
ELK,Cigarette/OTP Retail,41.423025,-78.728727,POINT (-78.728727 41.423025),4
ELK,Cigarette/OTP Retail,41.49944,-78.67994,POINT (-78.67994 41.49944),1063
ELK,OTP Retail,41.388286,-78.560206,POINT (-78.560206 41.388286),-1
ERIE,Cigarette/OTP Retail,42.022791,-80.358904,POINT (-80.358904 42.022791),-1
ELK,Cigarette/OTP Retail,41.3146631,-78.3842449,POINT (-78.3842449 41.3146631),-1
ELK,Cigarette/OTP Retail,41.3146631,-78.3842449,POINT (-78.3842449 41.3146631),-1
